Production_Budget,Worldwide_Gross
375000,2400000
18000000,2402004
1000000,2402459
25000000,2405420
1500000,2408553
15000000,2423467
4000000,2426851
16000000,2429989
200000,2430735
15000000,2434652
2000000,2436
5250000,2450504
5000000,2450846
9000000,2450867
25000000,2455635
14000000,2461628
20000000,2468683
20000000,2483472
18000000,2483790
9600000,2484186
5000000,2500
1250000,2500000
325000,2500000
1700000,2507159
1000000,2511476
2000000,2512846
300000,2528664
10000000,2529395
9600000,2541854
4030000,2542264
9300000,2542518
25000000,2546747
2000000,2583301
1600000,2595644
175000,2602
13300000,2614251
1455000,2620000
1100000,2636
300000,2637726
100000,2652246
15000000,2653031
14000000,2656784
4000000,2672413
1000000,2678010
36000000,2679437
3500000,2681884
9200000,2684904
17000000,2694071
700000,2697938
13000000,2703296
5000000,2712131
450000,2712293
23000000,2715657
3700000,2730296
3000000,2746453
28000000,2775593
4000000,2793776
11000000,2794056
379000,2800000
4600000,2804874
40000000,2816518
1200000,2832029
20700000,2840417
11000000,2844379
3000000,2848587
1250000,2850357
1200000,2859955
1300000,2868000
25000,2883661
12000000,2883879
150000,2891288
10000000,2893666
32000000,2899970
3000000,2912606
4000000,2922988
3400000,2926565
430000,2938000
7000000,2938532
20000000,2949212
36000000,2954405
3700000,2956000
9000000,2956339
3000000,2962051
1900000,2962242
2000000,2964816
1000000,2981038
11000000,20000000
8500000,20007149
9000000,20035310
8000000,20036244
30000000,20040895
100000,20056
25530000,20080020
5250000,20097
3000000,20123742
45000000,20133326
45000000,20150241
40000000,20157300
22000000,20158492
20000000,20180155
4000000,20182359
20000000,20211394
15000000,20218921
14000000,20255281
7000000,20257000
20500000,20264436
20000000,20268825
35000000,20275446
40000000,20278055
19000000,20300218
10000000,20342161
10000000,20342852
40000000,20350754
90000000,20377913
10000000,20384136
11000000,20388920
28000000,20396829
6000000,20400000
45000000,20404841
30000000,20422207
49000000,20423389
6200000,20457158
18000000,20497844
50000000,20534907
16000000,20537137
15000000,20578185
15000000,20591853
10000000,20603715
4000000,20620
3250000,20640209
5000000,20659423
22000000,20668843
18975000,20700082
40000000,20706452
5000000,20733485
22000000,20738724
10000000,20766000
5000000,20773069
10000000,20777061
2900000,20778
4300000,20779666
30000000,20783704
15000000,20804166
50000000,20810036
4000000,20811365
33000000,20831465
42000000,20844907
30000000,20868638
20000000,20919166
3800000,20930
80000000,20950820
12500000,20959585
3000000,20966644
35000000,20982478
300000000,200074175
232000000,200120000
800000,200433
4500000,200558
160000000,200676069
20000000,200730
260000000,200821936
175000000,201091711
95000000,201151353
5500000,201227
3000000,201436
140000000,201578182
30000000,201857
98000000,202007640
190000000,202706711
200000000,202853933
250000,203134
100000000,203464105
90000000,204417855
150000000,205343774
25000000,205505
3000000,205842
35000000,206040085
20000000,206333165
150000000,206362140
7500000,206400
150000000,206445654
150000000,206459076
20000000,206678
9000000,208163
170000000,208545589
3400000,208691
90000000,209028679
40000000,209218368
145000000,209397903
2000000,21000
7000000,21000000
15000000,21000147
40000000,21002919
75000000,21009180
37000000,21052030
12500000,21078145
12000000,21089146
10000000,21120616
12000000,21133087
250000,21147
30000000,21148651
1500000,21158188
3000000,21163999
17000000,21170563
11000000,21171695
40000000,21176322
35000000,21198205
1000000,21210
10000000,21216148
40000000,21218403
5000000,21222315
55000000,21226204
38000000,21277892
20000000,21284514
90000000,21295021
27000000,21300000
50000000,21302340
6000000,21305259
30000000,21360215
150000000,21392758
15000000,21403519
20000000,21413105
10000000,21416355
34800000,21443494
1100000,21445318
15000000,21468807
80000000,21471685
19000000,21488481
27000000,21500000
5000000,21502690
12000000,21540363
20000000,21541218
25000000,21567853
8500000,21569509
9000000,21571189
3000000,21576018
50000000,21587519
10000000,21590086
50000000,21596445
38000000,21704844
8000000,21706101
1250000,21722776
21000000,21731001
4000000,21750000
16000000,21799652
30000000,21800302
32500000,21819348
25000000,21835784
30000000,21858070
6500000,21885107
50000000,21903748
2200000,21930418
23000000,21973182
5000000,21995263
125000000,210031325
175000000,210460015
60000000,210614939
1300000,210904
70000000,211593228
4500000,211667
19000000,212259762
250000,212285
200000,212989
63000000,213117789
1000000,213137
116000000,213511408
275000000,213767512
67500000,214030500
12000000,214202
125000000,214949694
36000000,215288866
120000000,215409889
130000000,215434591
55000000,216303339
65000000,216335085
145000000,216391482
130000000,216648740
13000000,217277
55000000,217326974
28000000,217350219
125000000,217536138
165000000,217581232
22000000,217631306
207000000,218080025
50000000,218665740
25000000,219195051
70000000,219614612
24000000,22000000
45000000,22006296
12000000,22012729
25000000,22032635
24000000,22099847
20000000,22105643
41000000,22108977
10600000,22163442
6000000,22168359
29000000,22169514
15000000,22189039
2800000,22202809
425000,22222
5900000,22231658
13000000,22235901
21000000,22245070
12000000,22260900
21500000,22331846
45000000,22345542
12000000,22348241
40000000,22365133
16000000,22370452
7400000,22395806
22000000,22400154
92000000,22406362
40000000,22433915
1000000,22434
15000000,22441
37000000,22450975
18000000,22455510
35000000,22467450
25000000,22486409
27000000,22495466
18500000,22498520
60000000,22508689
30000000,22530295
45000000,22532572
32000000,22537881
8000000,22549338
29000000,22619589
60000000,22672813
12000000,22673340
6000000,22680962
15000000,22723
44000000,22730924
17000000,22734486
12000000,22744718
12000000,22750363
75000000,22751979
100000,22764410
38000000,22770864
40000000,22772500
16000000,22782371
8000000,22800000
2000000,22836
53000000,22852487
13000000,22858926
35000000,22913677
12000000,22921898
45000000,22951340
15000000,22954968
11000000,22958583
18000000,22965110
20000000,22991379
178000000,220159104
12000000,220175
15000000,220944
3500000,221096
10000000,221805
1900000,222098
165000000,222527828
16800000,223202
180000000,223808164
5000000,223838
6700000,223878
20000000,225686079
250000000,225764765
90000000,226164286
127000000,226277068
10000000,226792
1000000,227241
130000000,227471070
150000000,227946274
70702619,227969295
108000000,228433663
10000000,228524
190000000,228778661
5000000,228830
300000000,229024295
75000000,229086679
3750000,229094
18000000,229311
11000000,229653
52000000,23010607
100000000,23022309
5000000,23047939
35000000,23083334
20000000,23086480
15000000,23089926
25000000,23091010
8000000,23106
50000000,23159305
80000000,23169033
6000000,23169837
20000000,23186769
20000000,23198277
30000000,23209310
16000000,23216709
24000000,23240020
7000000,23247539
30000000,23337196
6000000,23341568
36000000,23360779
20000000,23364784
35000000,23365858
18000000,23380203
60000000,23385416
20000000,23438250
35000000,23483357
26000000,23514247
17500000,23519128
22000000,23530831
10000000,23591043
25000000,23591432
2100000,23600000
600000,23616
16000000,23618786
3800000,23689877
658000,23800000
67000000,23855569
250000,23894000
11000000,23978402
30000000,23998226
5800000,230312
12000000,230347346
7500000,231346
1000000,231738
165000000,232641920
85000000,233632142
200000000,233921534
180000000,234037575
132000000,234280354
79000,234286
210000000,234362462
7000000,234750
15000000,234760478
200000000,234770996
200000,236806
185000000,237282182
500000,237301
160000000,238679850
165000000,238736787
4700000,239962
110000000,24004159
30000000,24004833
50000000,24006726
18000000,24007324
38000000,24044532
25000000,24046682
52000000,24077427
10600000,24084
6500000,24103594
35000000,24139805
1000000,24146161
5000000,24148068
21000000,24149393
42000000,24149632
40000000,24172899
31000000,24185781
28000000,24307106
45000000,24343673
42000000,24375436
2000000,24379978
25000000,24381334
10000000,24397469
65000000,24409722
21500000,24419219
43000000,24430272
5000000,24431472
68000000,24449754
2000000,24464742
8000000,24474312
4833610,24475416
5500000,24477704
43000000,24537621
9000000,24538513
7000000,24567751
2000000,24600832
3000000,24646936
20000000,24704837
17000000,24719879
1200000,24741667
15000000,24769466
3000000,24793251
7500000,24793509
2000000,24800000
7000000,24801212
5000000,24814830
40000000,24827228
21000000,24850922
18000000,24911670
5500000,24956
5000000,240425
379000000,241071802
180000000,241407328
5000000,241438208
88000000,241688385
42000,241816
30000000,242212467
3000000,242623
81000000,242704995
30000,243768
70000000,244082982
10000000,244465
10000000,245359
210000000,245439076
90000000,245852179
350000,246574
1100000,247740
150000000,248757044
9000000,248795
5000000,249204
130000000,249757726
7000000,25000000
2883848,25000000
24000000,25003155
14000000,25011000
15000000,25018119
100000000,25020758
25000000,25023424
53000000,25031037
6800000,25032
63000000,25052000
6000000,25059640
35000000,25078937
3500000,25091816
50000000,25106325
20000000,25107267
70000000,25124986
40000000,25126214
70000000,25135965
3500000,25138705
24000000,25170054
50000000,25195050
45000000,25200412
6000000,25244700
35000000,25266129
40000000,25288103
21000000,25296447
6000000,25317
12000000,25317379
12000000,25326071
10000000,25358996
4000000,25379975
50000000,25426861
13000000,25440971
50000000,25450527
60000000,25473093
14000000,25482931
1800000,25504513
39000000,25514517
57000000,25528495
7000000,25532388
2500000,25533818
25100000,25534493
5000000,25544867
23000000,25568251
14000000,25571351
40000,25572
40000000,25584504
20000000,25584685
25000000,25590119
13000000,25593755
6500000,25621766
13000000,25682380
10000000,25697647
20000000,25702053
20000000,25728961
25000000,25794018
5000000,25801570
22000000,25842377
2500000,25857416
55000000,25857987
1800000,25878153
12000000,25885000
35000000,25888412
19000000,25918920
8000000,25928550
48000000,25928721
90000000,250690539
110000000,250863268
50000,251150
35000000,251188924
69000000,251513985
8000000,252676
3000000,252726
3500000,253444
500000,254293
80000000,254464305
7000000,254683
1200000,255000
250000000,255119788
300000,255923
35000000,255959475
150000000,256393010
140000000,257730019
60000000,257784718
250000000,258241522
420000,258384
170000000,259746958
76000000,26000610
6000000,26004026
20000000,26004851
5000000,26010864
880000,26015149
28000000,26017685
7000000,26024456
8000000,26068955
8000000,26124872
15000000,26167002
50000000,26199517
30000000,26214846
10000000,26218170
6000000,26238243
18000000,26302731
4500000,26345
18000000,26400000
18000000,26402818
3700000,26403
95000000,26410477
15000000,26410771
42000000,26414527
20000000,26418667
15000000,26421314
7000000,26441782
50000000,26461644
60000000,26483452
36000000,26500000
30000000,26528684
7000000,26533200
13000000,26570048
140000,26572439
12500000,26593646
10000000,26594261
50000000,26599248
1200000,26608
35000000,26613620
50000000,26623701
35000000,26638520
60000000,26673242
30000000,26692846
26000000,26766213
2500000,26782316
20000000,26792700
40000000,26814957
18000000,26828365
18000000,26839498
40000000,26844692
54000000,26850426
60000000,26873932
55000000,26887024
20000000,26890041
65000000,26900336
16000000,26902075
13000000,26904572
20000000,26910736
17000000,26918576
18000000,26936265
38000000,26947624
12000000,260000000
123000000,260348825
1400000,260441
92000000,261441092
220000000,262030663
100000000,262233381
1500000,264
75000000,264624300
14000000,266967
6000000,267194
50000000,267655011
4000000,267972
10000000,268461
200000000,268488329
12000000,27007844
15000000,27020284
40000000,27053815
13000000,27066941
16000000,27087695
4500000,27092880
300000,27099
50000000,27100030
35000000,27107960
102000000,27108272
16000000,27129785
13000000,27151490
17000000,27163593
100000000,27166770
27500000,27187653
3000000,27274150
20000000,27277055
5000000,27288872
5000000,27298285
23000000,27338033
3500000,27349
8000000,27362712
80000000,27367660
12000000,27379507
29000000,27383770
9000000,27426363
15000000,27441122
45000000,27447471
14000000,27450453
6000000,27457409
3500000,27467564
70000000,27569558
50000000,27669725
40000000,27682712
11000000,27693292
5000000,27695246
3500000,27731527
10000000,27740955
19000000,27758465
5600000,27766
29000000,27778642
25000000,27793018
1600000,27795
72000000,27796042
12000000,27838408
1500000,27854931
17000000,27865571
13000000,27979399
75000000,270329045
75000000,270834950
500000,271736
110000000,274092705
14000000,274299
1000000,274661
17000000,275380
4900000,276901
40000,277233
35000000,277322503
20000000,277943
60000000,279167575
45000000,28013509
65000000,28045540
15000000,28084357
35000000,28087155
45000000,28142535
9000000,28148130
30000000,28165882
5000000,28200000
70000000,28212337
25000000,28241469
1900000,28262574
35000000,28317513
57000000,28328132
3900000,28350000
40000000,28370522
60000000,28426747
12500000,28436931
10000000,28444855
5500000,28468
33000000,28539757
40000000,28544120
26000000,28544157
28000000,28563179
10000000,28564995
15000000,28638916
50000000,28644813
5500000,28660
85000000,28681080
35000000,28687835
30000000,28700285
6000000,28714231
16000000,28734552
7000000,28750530
30000000,28780744
100000000,28782481
28000000,28795985
200000,28835
25000000,28842237
50000000,28848693
24000000,28871190
10000000,28873374
33000000,28946615
68000000,28965197
13000000,28972187
1000000,280351
127500000,281287133
4500000,281447
150000000,281553689
160000000,281723902
15000000,285761243
100000,287000
1300000,288751
1000000,288757
35000000,289773
20000000,29062561
800000,29063
40000000,29077547
16000000,29090445
42500000,29121498
60000000,29136626
15000000,29145924
35000000,29197642
8500000,29200000
3500000,29233
10000000,29317886
15000000,29331068
25000000,29342592
40000000,29374178
2300000,29384
8000000,29499394
10000000,29500000
18000000,29511112
25000000,29548291
58000000,29580087
23000000,29719483
10000000,29747603
68000000,29762011
47000000,29781453
10000000,29790236
20000000,29795299
40000000,29817991
50000000,29819114
24000000,29823162
14000000,29959436
115000000,290149425
150000000,290201752
225000000,291045518
180000000,291710957
23000000,291738960
150000000,292137260
136200000,292324737
12500000,292562
160000000,292576195
175000000,293004164
40000000,293506292
4000000,294244
3000000,295493
125000000,296131568
50000000,296623634
8000000,298110
8500000,298347
10000000,3000000
100000,3000000
5000000,3000342
30000000,3005605
3500000,3012615
7500000,3014696
15000000,3020665
9400000,3030848
10000000,3041803
5000000,3046086
9200000,3047539
1800000,3050934
11000000,3051221
750000,3053823
25000000,3054285
13000000,3058380
5600000,3064356
6000000,3067312
5000000,3072605
25000000,3073392
27000,3073428
13000000,3075255
8000000,3076425
3000000,3076820
2000000,3080
20000000,3083538
87000,3100000
14000000,3100650
30000000,3102550
840000,3103407
500000,3121270
1000000,3122616
2900000,3127472
3000000,3127773
10000000,3128941
9000000,3134509
38000000,3143056
2600000,3147950
12000000,3149034
29000000,3149935
13000000,3172382
11000000,3185193
10000000,3193102
30000000,3200
18000000,3203044
8000000,3205706
5000000,3220371
68000,3221152
60720000,3229457
22000000,3242457
15000000,3247816
26000000,3254172
850000,3256
1600000,3264
6000000,3273588
10750000,3275443
10000000,3275585
700000,3278611
16000000,3287315
3000000,3287435
3500000,3293258
600000,3301
2500000,3317468
6000000,3322127
2100000,3330
2000000,3330230
10000000,3336053
2000000,3337931
6000000,3347411
7500000,3347647
10000000,3357324
16000000,3361
250000,3395391
1000000,3395581
10000000,3400278
18000000,3419967
400000,3427696
9000000,3438735
25000000,3439660
3000000,3446749
3500000,3448256
4000000,3468572
4600000,3479302
44000000,3484331
1500000,3491669
300000,3496
1000000,3496795
4900000,3498695
4500000,3500000
3716946,3500000
2361000,3500000
200000,3500000
18000000,3500605
5000000,3502600
2700000,3511417
30000000,3517797
15000000,3526588
20000000,3531756
27000,3547
950000,3550
7000000,3571624
9500000,3573673
32000000,3588602
6000000,3591299
2000000,3591417
2800000,3600146
3000000,3602884
5000000,3614896
46500000,3622
5500000,3629758
40000,3632
4500000,3635482
8000000,3647381
200000,3648
26700000,3652206
2850000,3681066
45000000,3681811
40000000,3688560
1000000,3700
1200000,3700000
15000000,3703046
13000000,3703182
5000000,3707583
560000,3709
18000000,3712282
43000000,3740823
11000000,3753806
9900000,3759078
8000000,3759286
5400000,3759854
20000000,3763583
30000000,3765585
3250000,3766810
500000,3777210
4500000,3802260
250000,3802390
4000000,3816594
10000000,3818664
2600000,3827060
8300000,3827466
1500000,3865
3600000,3868
10000000,3877922
2000000,3885134
30000000,3892
5900000,3895664
1350000,3897569
3000000,3902679
30000000,3909149
8000000,3915251
250000,3930990
12000000,3950294
5000000,3954651
14000000,3958546
15000000,30000000
12000000,30000000
8250000,30000000
11000000,30014534
10000000,30050028
22000000,30059386
20000000,30060660
60000000,30063805
22000000,30080225
25000000,30082699
10000000,30093107
20000000,30101577
37000000,30105968
20000000,30113491
15000000,30127963
70000000,30157016
40000000,30199105
75000000,30207785
120000000,30212620
15000000,30226144
58000000,30234022
15000000,30259652
18000000,30272254
50000000,30306268
10000000,30306281
35000000,30307804
70000,30312
40000000,30316271
17000000,30331165
35000000,30353973
39000000,30356589
8500000,30376755
7000000,30471
1650000,30500000
500000,30500882
25000000,30542576
10000000,30564825
42000000,30568743
30000000,30569935
30000000,30577122
13500000,30617396
14000000,30628981
5700000,30638
10000000,30651422
22000000,30659817
15000000,30680
35000000,30691439
60000000,30695227
28000000,30697999
21000000,30718107
99000000,30824628
15000000,30857000
930000,30905
27500000,30932113
2000000,30955
40000000,30981850
60000000,300460
68000000,300531751
250000000,302089278
4000000,302204
200000000,303003568
12000000,303439
13000000,303877
1400000,304124
200000000,304360277
2000000,304602
20000000,305070
140000000,305410819
75000000,306169255
7000000,306715
500000,307631
32500000,309205079
300000000,309420425
8000000,309768
10000000,31011616
40000000,31011732
36000000,31016021
55000000,31051126
64000000,31054924
3400000,31063038
55000000,31090320
85000000,31111260
140000000,31153464
12000000,31155435
60000000,31165421
20000000,31177548
12000000,31203964
44000000,31206263
4000000,31273922
58000000,31373938
70000000,31378167
28000000,31390587
12000000,31418697
400000,31425
7000000,31443
35000000,31445011
24000000,31457946
10000000,31487293
32000000,31493782
7000000,31501218
25000000,31526393
500000,31559560
18000000,31567134
49000000,31569268
45000000,31581712
12000000,31597131
35000000,31598308
6900000,31611916
16000000,31631
25000000,31664162
11000000,31672000
20000000,31678778
12000000,31691811
19000000,31713110
40000000,31715062
15000000,31726995
30000000,31749894
32000000,31762808
27000000,31770413
38000000,31811527
40000000,31835600
20000000,31841299
40000000,31847881
60000000,31853584
50000000,31874869
40000000,31886361
6500000,31899000
4000000,31983777
3750000,310007
115000000,310676740
100000000,311434
170000000,312433331
2100000,313436
18000000,315000
180000000,315058289
93000000,315544750
125000000,316831246
185000000,317101119
125000000,317871467
186000000,318604126
15500000,318623
151000000,319246193
270000,319285
27000000,319976
12000000,32000304
45000000,32003620
20000000,32010860
47000000,32011576
34000000,32014993
20000000,32015787
500000,32033
20000000,32051917
35000000,32064800
160000,32092
10000000,32100816
138000000,32116746
60000000,32122249
137000000,32131830
60000000,32138862
10000000,32149404
30000000,32172757
25000000,32187017
8500000,32222567
62000000,32235793
7000000,32241649
2500000,32244051
6000000,32251
30000000,32267774
7500000,32281907
30000000,32363404
30000000,32367005
8500000,32381218
25000000,32404188
7500000,32425665
24000000,32428195
5000000,32462372
25000000,32492859
35000000,32519322
60000000,32522352
7000000,32539681
5600000,32543449
65000000,32598931
72000000,32616869
15000000,32647042
3000000,32653000
28000000,32656328
24000000,32662299
125000000,32698899
55000000,32732301
50000000,32746941
15000000,32752215
56000000,32766
20000000,32774834
1000000,32789645
85000000,32841100
40000000,32862104
35000000,32868349
80000000,32908290
4500000,32961
2600000,32980880
60000000,32983332
18900000,320700
3600000,320896
3000000,321910
35000,321952
160000000,322719944
1000000,323070
110000000,324591735
175000000,325100054
17500000,325491
2500000,327716
2380000,327919
500000,328188
35000000,328828874
10000000,33000000
28000000,33000377
32000000,33022286
40000000,33035397
37000000,33047633
10000000,33078266
85000000,33080084
50000000,33109743
26000000,33200000
10350000,33201661
24000000,33208099
9000000,33244684
4000000,33245
10000000,33253609
3000000,33300000
25000000,33302167
11000000,33307793
300000,33312
22000000,33316821
2500000,33349941
16000000,33357476
125000000,33370166
14000000,33370906
15000000,33392973
5800000,33395426
3200000,33395426
18000000,33404871
35000000,33422806
35000000,33423000
20000000,33446470
65000000,33447612
500000,33456317
55000000,33479698
40000000,33508922
70000000,33561137
40000000,33562069
25500000,33579798
68000,33598
53000000,33602376
130000000,33618855
50000000,33644788
33000000,33664370
10000000,33679655
25000000,33680992
68000000,33685268
100000000,33700160
15000000,33771174
11000000,33800859
55000000,33832741
15000000,33862903
40000000,33864342
25000000,33889159
60000000,33956608
35000000,33987757
55000000,330151138
263000000,330360194
170000000,333714112
500000,334041
200000000,334191110
175000000,334201140
160000000,335061807
55000000,335451311
74000000,336045770
8000000,336456
1000000,336472
258000000,336530303
125000000,337135885
16000000,337997
30000000,34017028
33000000,34020814
8500000,34030343
7000000,34099640
9000000,34102780
55000000,34105207
10000000,34121140
4000000,34145
32000000,34175000
32500000,34194407
55000000,34234008
20000000,34296320
155000000,34297191
20000000,34302837
15000000,34308901
20000000,34341945
75000000,34343574
55000000,34353000
20000000,34366518
15000000,34366783
35000000,34393507
45000000,34416482
40000000,34416893
5000000,34469210
600000,34505110
2000000,34522221
35000000,34531832
82000000,34543701
15000000,34562222
80000000,34566746
35000000,34580201
52000000,34580635
16000000,34609720
75000000,34636443
50000000,34645374
25000000,34657731
42000000,34667015
2777000,34685891
85000000,34687912
14000000,34700000
5000000,34700142
14000000,34729091
30000000,34742066
5000000,34872033
8000000,34873513
38000000,34912982
12000000,340536
5000000,340911
150000000,341268248
94000000,342548984
500000,343706
45500000,347136
2000000,347578
2500000,349132
9000000,349618
15000000,35007180
8000000,35016118
2500000,35017
25000000,35017297
14000000,35025791
15000000,35060689
20000000,35061031
10000000,35073978
33000000,35074677
150000000,35088320
51000000,35093569
9000000,35144505
30000000,35150750
8500000,35161554
90000000,35168966
50000000,35188640
32000000,35193167
42000000,35228696
58000000,35231365
30000000,35266619
39000000,35287788
2000000,35312
68000000,35324232
60000000,35327628
16000000,35374833
8000000,35388976
7000000,35400000
21000000,35417038
25000000,35418723
20000000,35450113
100000000,35497337
76000000,35552383
11500000,35593113
20000000,35606376
30000000,35608245
25000000,35623801
45000000,35627222
17000000,35662731
800000,35688
55000000,35739802
60000000,35763137
5500000,35811509
120000000,35818913
10000000,35819556
20000000,35841901
51000000,35851379
14000000,35856053
15000000,35893537
30000000,35927406
1700000,35930604
5700000,35955
25000000,35990505
58000000,350126372
3000000,351416
195000000,352390543
190000000,353007020
5000000,353480
15000000,353743
4000000,354704
182000000,355559216
11000000,355968
175000000,356461711
10000000,36000000
5000000,36000000
4000000,36000000
25000000,36001502
4000000,36006065
22000000,36020063
40000000,36037909
9000000,36049108
80000000,36076121
35000000,36108758
4400000,36145695
10000000,36230219
63000000,36249674
50000000,36261763
30000000,36276286
60000000,36280697
32000000,36299670
65000000,36316032
2000000,36336
40000000,36343858
25000000,36351350
75000000,36392502
52000000,36400491
40000000,36443442
25000000,36447959
22000000,36471796
6000000,36497
21000000,36605602
18000000,36611610
20000000,36661504
40000000,36665854
23000000,36686
2250000,36690067
10000000,36696761
70000000,36793804
35000000,36805288
1400000,36830
25000000,36833473
19000000,36843682
60000000,36850101
20000000,36880033
8000000,36884
45000000,36895141
30000000,36918811
57500000,36931089
26000000,36985501
1500000,362239
58000000,363070709
175000000,364001123
10000000,366301
76000000,368065385
75000000,368384330
60000000,37017955
65000000,37030102
43000000,37035515
29000000,37036404
28000000,37053924
73000000,37068294
40000000,37134215
3000000,37151
12000000,37188667
2000000,37227
52000000,37243418
7000000,37295394
16000000,37300107
35000000,37306030
75000000,37361412
80000000,37384046
26000000,37397291
12000000,37400000
10000000,37402877
40000000,37412945
20000000,37442180
34000000,37446117
50000000,37485528
35000000,37490007
60000000,37491364
15000000,37495385
67500000,37519139
20000000,37537675
35000000,37553932
48000000,37562568
1000000,37600000
35000000,37629831
16000000,37634615
42000000,37662162
17000000,37667746
20000000,37672944
12000000,37709979
21000000,37729698
25000000,37738810
40000000,37752931
70000000,37760080
80000000,37771017
11000000,37780486
35200000,37788228
2700000,37799643
10000000,37800000
48000000,37879996
15000000,37880356
15000000,37882551
80000000,37899638
10000000,37904175
32000000,37915414
17000000,37939782
70000000,37945884
85000000,37948765
25000000,370782930
17700000,372562
4000000,373375
200000000,373524485
300000,373615
3000000,374675
20000000,375474
1200000,376976
94000000,377845905
1500000,378176
12000000,378650
450000,379418
6400000,38019031
10000000,38052832
40000000,38087756
12000000,38108728
14000000,38116707
22700000,38119483
100000000,38120554
30000000,38122000
50000000,38122883
3000000,38168022
13000000,38177966
40000000,38180928
25000000,38230435
30000000,38233676
4000000,38251425
20000000,38264085
80000000,38311134
11000000,38322743
175000000,38362475
28000000,38372662
45000000,38399961
30000000,38413606
30000000,38432823
70000000,38518613
27000000,38536376
40000000,38543473
55000000,38564422
80000000,38577772
20000000,38583626
50000000,38590458
10000000,38623460
70000000,38634938
11000000,38665260
30000000,38747385
13000000,38934842
115000000,380270577
94000000,380529370
125000000,381193157
200000,381225
900000,381420
7000000,382946
4000000,385069
5600000,385422
10000000,388
2200000,388390
2000000,388532
200000000,389813101
12000000,39012241
17000000,39014193
65000000,39017984
35000000,39046489
25000000,39053061
10000000,39100000
15000000,39100956
19000000,39123589
2600000,39127
20000000,39143839
175000000,39175066
38000000,39177215
50000000,39177684
23000000,39235088
75000000,39251128
20000000,39263506
15700000,39282227
100000000,39322544
11000000,39387284
67500000,39394666
25000000,39402572
55000000,39440655
80000000,39442871
8500000,39471742
300000,39475
16000000,39517763
30000000,39568996
1100000,39659
12000000,39673162
24000000,39687694
35000000,39692139
20000000,39739367
550000,39754601
50000000,39778599
6000000,39846344
3000000,39852
16500000,39868642
160000000,390532085
2000000,390659
5000000,391611
50000,391674
6000000,391942
1700000,396035
4000000,399793
10800000,399879
3000000,4000000
2000000,4000000
1644000,4000000
350000,4000000
134000,4000000
6500000,4002293
25000000,4008527
750000,4010957
5000000,4011530
20000000,4017609
15000000,4023741
3000000,4033574
8470000,4046336
30000000,4046429
4000000,4046737
1300000,4055
6400000,4063859
25000000,4064333
3000000,4067398
11000000,4068087
10000000,4073448
5000000,4078607
34000000,4091
18000000,4100000
2931000,4100000
1100000,4105123
3000000,4109095
500000,4134
3000000,4142507
7500000,4151836
12500000,4157491
30000000,4167493
3000000,4170647
800000,4198137
22500000,4200117
250000,4210379
3000000,4210454
30000000,4211129
35000000,4212494
16000000,4217115
18500000,4221341
1700000,4231500
15000000,4235837
7500000,4239767
1200000,4254
3200000,4267219
10000000,4269426
8500000,4273372
33000000,4283255
10000000,4286367
14000000,4299773
600000,4300000
4000000,4301000
5000000,4306697
2000000,4311834
4000000,4327
9000000,4333569
5000000,4339241
24000000,4356126
32000000,4357406
12500000,4360548
10000000,4365455
7000000,4372561
10000000,4376820
22000000,4398532
6000000,4398989
1250000,4404154
42000000,4408420
46000000,4408636
100000000,4411102
30000000,4412170
1000000,4417674
3000000,4417983
1600000,4420000
60000000,4426297
18000000,4438438
20000000,4442377
7300000,4443403
15000000,4444612
8500000,4444637
20000000,4452423
27500000,4463292
27000000,4476235
27000000,4485485
35000000,4496583
18000000,4501094
200000,4505922
3000000,4515719
20000000,4535154
6000000,4543320
28700000,4559569
40000000,4563029
1100000,4563167
9000,4584
10000000,4589490
2000000,4593598
6000000,4595000
25000000,4598506
1900000,4600000
2000000,4601043
15000000,4604982
45000000,4617608
4000000,4630045
35000000,4651977
3000000,4655
6000000,4670644
6000000,4694491
1250000,4700000
14000000,4702420
24000000,4710455
10000000,4711220
20000000,4712792
8000000,4714090
12000000,4717455
7000000,4720371
16000000,4734235
14000000,4741987
19000000,4750000
60000000,4775656
40000000,4777007
9000000,4777465
5000000,4799774
10000000,4803
18000000,4806750
11000000,4814244
5000000,4816142
22000000,4835065
40000000,4835968
16000000,4839383
13000000,4857374
6000000,4859475
5500000,4865000
12000000,4880941
12000000,4884663
9000000,4886216
60000,4917
13000000,4919896
12000000,4922166
70000,4930
17000000,4936819
1000000,4946250
9000000,4950029
15000000,4956401
24000000,40020622
2500000,40041683
85000000,40048332
8000000,40066497
60000000,40081410
106000000,40098064
25000000,40108697
30000000,40118420
35000000,40119709
7000000,40157856
26000000,40168080
100000000,40202379
50000000,40203020
25000000,40222514
21000000,40222729
30000000,40259119
22000000,40270895
15000000,40283321
38000000,40334024
16000000,40363530
40000000,40412817
30000000,40435190
180000000,40479370
10000000,40485039
110000000,40563557
60000000,40572825
35000000,40689393
14000000,40713082
27000000,40803000
10000000,40826341
19000000,40846082
20000000,40847995
115000000,40914068
70000000,40934175
7000000,40940662
23000000,40962534
150000000,400953009
10000,401
210000000,402111870
63000000,402523348
1500000,402858
139000000,403706375
14000000,403952
90000000,404508916
1500000,406035
1900000,406216
2000000,406473
5000000,407488
80000000,408010692
135000,408015
250000000,408084349
6000000,408159
200000000,408992272
15000000,41003371
27000000,41012075
